R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,R,I,A,S,E,C,cluster
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,3,1,1,1,3,1,5,3,5,5,5,3,2,1,3,1,5,5,1,5,3,1,3,1,3,3,1,1,1,1,6,4,5,2,7,1,6,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,3,2,29,1,4,1,5,1,1,3,communication,8,10,16,29,24,14,9
4,1,2,1,1,2,1,1,2,2,2,1,2,3,1,1,4,4,4,5,4,2,5,4,5,4,5,2,5,2,3,2,2,3,2,2,2,2,4,4,1,2,2,2,2,1,1,2,3,2,5,5,4,6,7,5,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,55,1,6,1,4,2,2,2,communication,13,14,32,28,21,13,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,5,4,1,5,4,5,2,1,5,4,4,3,1,1,5,4,1,1,3,2,2,1,1,3,1,1,3,3,2,6,6,7,5,3,6,1,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,28,1,6,1,4,1,2,2,communication,8,8,33,28,18,15,35
1,3,1,1,1,1,2,2,2,4,4,1,2,4,3,1,1,2,3,1,1,2,2,3,4,5,5,3,5,5,4,5,3,5,4,2,3,5,3,4,3,4,1,3,2,2,2,1,5,5,6,2,6,3,4,2,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,17,2,4,1,4,2,1,5,communication,12,21,15,36,29,18,9
1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,1,1,1,4,1,3,3,5,3,4,5,1,2,3,1,4,2,5,3,4,1,1,1,1,1,2,1,1,1,5,5,6,4,6,5,2,1,5,6,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,23,1,0,1,4,2,1,4,communication,8,12,14,26,23,9,1
4,1,1,1,1,1,1,1,1,3,1,3,1,1,0,1,4,5,5,4,4,4,5,5,4,3,3,5,4,5,5,4,1,3,3,5,4,4,4,3,1,2,1,1,1,3,1,1,6,3,6,3,5,5,7,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,1,4,1,4,2,1,2,communication,11,11,36,33,27,11,9
4,1,1,1,1,1,1,1,2,3,2,1,1,1,1,0,5,5,3,5,2,4,3,2,2,3,2,3,3,3,2,1,1,3,1,4,1,3,1,1,1,1,1,1,1,1,1,1,6,3,6,3,3,1,4,4,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3,2,1,15,1,4,1,4,2,1,3,communication,11,11,29,19,15,8,35
1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,4,3,2,4,3,4,5,2,2,4,4,2,3,3,4,2,3,4,4,4,3,1,1,1,1,1,1,1,1,1,7,6,6,2,6,1,6,5,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,34,1,6,1,4,2,1,3,communication,8,10,25,25,25,8,35
1,1,1,2,1,1,1,1,2,1,1,2,1,4,1,4,2,2,5,3,5,1,4,3,2,2,2,4,1,2,1,1,1,1,2,1,5,2,1,1,1,1,2,1,1,1,1,1,7,5,4,2,7,3,5,4,7,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,3,2,2,1,23,3,7,0,4,1,1,1,communication,9,16,25,15,14,9,1
3,2,2,1,1,2,2,2,4,1,3,4,1,1,2,2,3,5,3,4,5,2,5,4,5,4,5,3,5,2,3,3,3,2,4,5,5,2,3,4,2,1,1,1,1,1,2,2,6,1,3,1,6,4,7,1,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,21,1,1,2,0,2,1,3,communication,15,18,31,30,28,11,9
3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,3,4,3,5,5,1,3,4,4,3,4,3,5,4,1,3,3,4,4,5,3,4,1,2,2,3,1,2,2,5,7,5,4,6,7,2,7,4,3,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,2,3,2,2,16,1,1,1,4,2,1,2,communication,13,8,24,30,27,18,9
4,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,4,5,2,3,4,4,3,4,5,3,4,3,3,4,2,4,3,5,2,5,2,3,3,3,3,2,4,1,1,1,2,7,5,4,3,7,2,7,1,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,23,1,4,1,4,1,1,2,communication,14,10,26,28,27,17,9
2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,4,2,3,4,2,2,2,2,2,2,2,2,7,2,2,3,5,3,7,5,4,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,33,1,2,2,4,2,2,2,communication,14,18,18,18,22,16,1
4,1,1,1,1,1,1,1,3,4,5,4,1,1,1,1,4,4,5,5,5,5,3,3,5,5,1,1,4,4,3,1,3,1,1,3,1,3,4,1,3,1,1,1,1,5,2,1,7,1,7,1,6,1,6,1,7,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,2,3,1,1,25,1,9,1,5,2,1,3,communication,11,20,34,24,17,15,35
1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,4,5,1,5,5,1,4,1,1,3,5,1,1,1,1,1,1,1,1,1,1,4,7,6,1,4,6,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,24,1,12,1,3,2,1,2,communication,8,16,40,31,17,8,35
3,2,1,1,2,2,2,2,5,1,1,2,1,2,1,1,3,3,4,4,5,4,2,4,5,5,3,4,4,4,3,2,3,1,2,4,3,3,3,1,2,4,2,2,1,4,4,1,7,5,5,5,6,1,6,3,4,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,26,1,6,1,5,1,1,2,communication,15,14,29,30,20,20,9
2,1,1,1,1,1,1,1,2,4,2,2,1,2,2,1,2,4,5,5,5,4,2,3,4,3,4,4,5,4,4,2,3,1,1,3,1,2,3,2,1,1,1,1,1,1,2,1,5,6,7,3,7,5,6,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,2,1,23,1,1,1,4,1,1,1,communication,9,16,30,30,16,9,35
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,4,4,4,5,4,5,1,4,4,1,5,4,4,3,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,7,6,4,1,7,3,3,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,31,1,1,2,3,1,2,2,communication,8,12,36,26,10,8,35
4,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,4,3,1,4,4,3,2,5,5,2,4,3,5,3,3,1,5,1,1,3,3,1,3,1,3,2,1,1,5,1,1,7,5,5,3,6,3,5,5,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,2,2,1,35,2,7,1,3,1,1,0,communication,12,10,22,30,18,15,9
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,3,3,5,3,1,3,3,0,3,3,3,2,1,1,1,3,4,2,1,2,1,1,1,2,1,1,1,1,7,5,6,5,7,1,7,1,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,3,2,2,24,1,11,1,1,1,1,2,communication,8,9,21,18,15,9,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,1,5,1,1,4,1,1,1,1,3,4,3,3,4,1,1,4,3,1,1,2,1,2,1,1,1,1,1,2,5,5,7,7,7,3,6,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,29,1,7,1,3,1,1,3,communication,8,8,22,16,20,10,1
1,2,1,1,2,2,2,2,2,3,3,2,2,3,2,4,1,4,4,3,5,3,5,4,4,4,4,4,4,3,5,4,3,3,4,4,5,4,3,4,2,2,2,2,2,3,3,2,6,3,4,4,6,2,6,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,21,2,4,1,4,2,1,3,communication,13,21,29,32,30,18,9
1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,3,3,5,2,3,3,1,3,4,4,2,1,4,2,3,2,2,1,3,1,4,1,3,2,1,1,1,1,1,1,1,1,7,5,7,6,7,1,6,1,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,21,2,6,1,4,1,1,2,communication,8,8,23,22,17,8,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,4,2,2,4,2,3,2,4,3,4,1,2,4,1,4,3,1,4,1,1,2,1,1,1,1,1,7,6,6,1,7,1,6,3,3,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,3,1,1,2,33,1,4,3,4,1,1,2,communication,8,8,18,24,20,9,1
1,2,1,3,1,2,2,1,5,5,1,4,2,2,2,1,1,4,2,2,4,2,4,3,4,5,4,5,4,2,3,3,2,3,4,3,3,2,3,1,2,2,2,2,3,2,2,3,6,5,5,7,7,3,7,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,1,26,1,6,1,4,1,1,2,communication,13,22,22,30,21,18,9
3,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,3,1,4,2,3,1,3,2,2,1,3,3,1,1,3,1,3,2,4,2,1,2,3,3,1,1,3,1,1,4,1,1,6,5,6,2,7,3,6,6,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,20,1,2,1,4,2,1,2,communication,12,11,19,15,20,13,1
1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,1,5,3,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,6,7,7,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,24,1,12,1,3,1,1,2,communication,8,14,40,31,10,8,35
1,1,1,4,1,1,1,1,1,3,3,1,1,3,3,3,4,4,5,4,4,5,1,4,3,4,3,1,3,2,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,5,5,2,5,6,2,3,6,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,1,27,1,2,1,4,1,1,0,communication,11,18,31,22,10,8,35
1,1,1,3,1,1,1,1,4,3,3,3,3,1,3,1,1,4,4,1,5,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,4,2,1,1,5,5,6,6,7,4,5,5,2,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,3,2,1,21,1,2,5,5,1,1,2,communication,10,21,23,9,11,12,1
1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,4,3,2,3,2,3,4,4,4,2,3,2,3,2,1,2,4,3,4,1,1,1,1,1,1,2,1,1,1,1,6,1,7,2,7,3,6,1,7,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,2,1,21,2,9,1,4,1,1,2,communication,8,11,20,24,17,9,1
3,1,1,2,2,1,2,2,4,3,1,3,2,1,2,2,3,3,3,3,2,4,3,3,5,4,5,4,5,4,3,4,3,3,4,4,3,3,4,1,2,2,2,2,2,2,2,1,5,5,6,7,6,3,4,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,23,2,4,1,4,2,1,3,communication,14,18,24,34,25,15,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,4,3,1,5,3,3,2,3,1,4,3,1,3,1,1,2,1,1,1,1,1,1,1,7,4,7,5,6,3,4,1,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,20,1,4,1,5,2,1,2,communication,8,8,12,26,17,9,1
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,5,3,3,5,2,1,3,5,5,3,3,5,1,1,1,3,5,1,3,5,3,1,1,1,1,1,3,2,1,2,1,6,1,7,4,3,2,7,1,4,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,40,1,7,1,4,1,2,3,communication,8,9,26,24,22,12,35
4,2,1,1,1,5,4,1,2,1,1,5,1,1,1,2,1,5,4,4,5,3,3,3,5,5,4,5,5,4,3,5,3,4,3,4,4,4,5,5,1,4,1,1,1,3,1,1,6,3,4,3,2,5,7,7,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,1,2,37,1,7,1,5,1,2,4,communication,19,14,28,36,32,13,9
2,1,1,1,1,3,1,1,1,5,4,1,1,4,1,1,4,5,5,5,4,5,4,4,3,4,4,5,4,4,4,3,2,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,4,1,7,1,6,6,6,2,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,23,1,12,1,1,2,1,1,communication,11,18,36,31,14,8,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,3,4,2,2,2,3,2,3,3,4,3,2,4,3,3,1,1,1,1,2,2,3,2,1,5,4,5,4,5,2,2,1,4,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,1,1,22,1,12,3,4,1,1,2,communication,8,8,13,21,23,13,1
2,1,1,1,1,1,1,1,2,3,2,1,1,2,1,2,1,2,3,2,1,3,3,3,4,3,2,3,2,1,1,3,1,1,4,2,4,1,1,1,3,1,3,3,2,1,2,3,7,5,6,5,7,1,4,1,6,3,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,3,2,2,1,24,1,2,1,4,2,1,3,communication,9,14,18,19,15,18,1
1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,3,3,4,3,3,3,1,3,5,3,5,5,5,5,5,4,2,2,5,2,5,3,3,4,2,1,2,3,2,2,1,1,7,7,5,4,5,1,5,4,2,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,43,1,6,1,1,2,1,3,communication,10,11,23,37,26,14,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,3,4,2,1,2,1,1,3,2,4,2,2,4,4,3,1,2,1,1,1,1,3,2,2,6,4,6,3,7,2,4,1,3,4,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,3,2,1,1,22,1,12,3,4,1,1,2,communication,8,8,13,17,22,13,1
5,1,1,1,1,1,1,1,3,3,3,1,3,1,2,2,3,3,2,3,4,5,5,3,3,2,1,1,5,1,3,2,1,3,1,1,2,2,1,1,1,2,1,1,1,2,1,1,7,7,7,1,7,4,7,2,7,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,18,2,2,1,4,2,1,4,communication,12,18,28,18,12,10,35
2,1,1,3,2,1,1,1,2,2,2,2,1,1,1,2,5,5,3,5,5,5,4,5,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,1,1,3,2,1,1,1,6,7,5,5,6,4,5,5,6,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,2,2,1,1,18,1,1,1,4,2,1,3,communication,12,13,37,23,19,13,35
1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,2,4,3,4,1,2,3,3,2,1,2,2,1,1,3,4,3,1,3,4,4,2,2,1,1,1,1,1,2,4,7,4,6,5,6,1,5,2,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,1,7,1,4,2,1,3,communication,8,10,21,15,24,13,1
3,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,3,1,5,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,1,4,2,1,3,1,1,4,1,6,4,5,3,6,1,6,1,6,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,1,1,24,2,7,1,3,2,1,2,communication,10,12,17,32,25,17,9
2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,4,4,4,5,5,5,3,4,3,3,3,3,3,1,1,2,3,3,1,3,2,3,3,1,1,1,1,2,1,1,1,2,5,2,4,2,6,4,6,3,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,18,1,4,1,4,2,1,3,communication,10,15,34,19,19,10,35
1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,5,5,5,4,4,5,5,5,1,5,3,4,2,1,1,1,5,4,1,3,1,3,1,3,1,4,3,1,1,6,2,5,5,6,2,6,1,5,6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,28,1,7,1,3,1,1,1,communication,10,10,26,30,17,17,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,4,5,5,5,4,3,4,1,5,1,1,1,1,3,1,3,4,3,1,1,1,1,1,3,1,1,7,7,2,6,7,1,4,7,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,24,1,1,1,3,1,1,2,communication,8,8,28,28,17,10,35
2,2,1,2,2,2,2,2,3,1,1,2,2,2,2,2,4,4,4,2,3,2,2,3,5,5,4,4,4,4,3,2,2,3,3,3,5,2,2,2,2,1,2,3,2,3,2,2,7,1,6,6,5,2,6,1,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,21,1,6,1,4,1,1,2,communication,15,15,24,31,22,17,9
1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,5,3,4,4,4,4,4,3,5,4,3,4,4,3,3,3,3,3,3,3,3,3,2,3,2,1,1,2,1,3,1,1,3,2,7,6,6,7,6,2,6,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,22,1,1,1,1,2,1,2,communication,8,11,31,29,23,12,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,5,5,5,5,5,5,5,3,5,1,5,5,5,3,3,3,1,1,1,5,1,1,3,1,6,2,7,4,7,4,7,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,20,1,7,1,3,1,1,2,communication,8,8,26,38,30,14,9
3,2,2,1,1,1,2,1,4,4,2,1,2,1,1,1,4,3,4,5,4,4,4,1,5,4,5,5,5,3,4,3,5,1,3,4,5,2,5,2,1,1,1,2,1,3,1,2,7,2,6,5,7,1,7,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,28,1,6,1,4,2,1,2,communication,13,16,29,34,27,12,9
1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,5,1,1,1,2,2,2,5,1,4,0,2,2,1,4,4,5,5,4,4,3,1,1,1,1,1,1,1,1,1,6,5,7,7,6,2,7,1,6,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,3,3,2,2,22,1,4,1,5,1,1,3,communication,12,12,14,17,30,8,1
2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,4,2,3,2,3,2,1,3,3,2,2,3,4,4,1,3,3,2,2,1,1,3,2,7,3,5,3,6,2,6,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,21,1,7,1,4,1,2,3,communication,9,10,11,20,22,17,1
2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,5,5,2,4,4,5,4,4,4,2,2,4,2,3,3,2,3,1,4,1,4,1,3,3,3,1,1,2,1,1,2,1,7,3,7,1,5,2,5,1,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,35,1,1,1,4,1,2,2,communication,11,12,33,22,20,12,35
3,2,2,2,1,1,2,2,4,2,2,2,1,1,2,2,3,4,5,5,5,2,2,5,5,2,5,5,5,1,2,2,2,2,2,5,3,2,2,2,2,2,2,1,3,2,2,2,7,5,5,6,6,5,6,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,21,1,7,1,3,2,1,2,communication,15,16,31,27,20,16,35
1,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,5,5,2,5,5,5,5,2,5,3,4,5,4,4,4,3,3,3,3,2,1,1,1,1,1,2,1,1,1,0,1,1,7,3,2,5,7,4,6,6,5,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,1,1,29,2,12,1,5,1,1,2,communication,11,11,34,32,15,8,35
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4,5,5,4,5,3,3,4,5,5,5,1,1,1,1,3,3,5,1,2,3,1,1,1,1,1,1,1,1,1,7,1,7,4,6,2,6,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,28,1,9,1,3,2,2,2,communication,8,9,30,25,19,8,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,2,4,1,3,3,4,1,1,2,3,1,3,3,2,1,1,2,1,2,1,2,1,1,2,3,5,6,5,5,6,3,4,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,1,21,1,6,1,4,2,1,2,communication,8,8,13,19,16,11,1
3,1,1,1,1,1,1,1,3,4,4,2,1,1,1,1,4,4,5,1,1,1,5,4,5,4,5,5,5,5,4,5,3,5,3,5,3,5,3,4,2,3,3,5,1,1,2,1,5,5,6,5,7,5,7,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,22,1,6,1,4,2,1,2,communication,10,17,25,38,31,18,9
2,2,1,2,1,1,3,3,4,2,2,4,3,2,2,2,1,3,3,3,2,3,2,3,4,4,2,4,4,4,4,3,4,3,4,3,4,4,4,3,1,1,1,2,1,4,3,2,6,5,7,5,7,1,7,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,42,1,4,1,4,1,2,5,communication,15,21,20,29,29,15,9
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,3,1,4,1,4,3,3,4,4,3,3,2,3,1,4,4,1,1,3,2,1,1,1,1,1,1,1,1,6,2,6,1,6,2,7,2,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,30,1,4,1,4,1,2,2,communication,8,10,18,26,19,8,1
2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,4,2,4,4,1,1,5,5,4,2,4,4,4,4,1,2,3,1,4,3,3,2,2,1,1,3,1,1,1,1,7,5,6,5,6,3,6,1,3,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,21,1,7,1,4,1,1,2,communication,9,10,20,32,19,11,9
1,1,1,2,1,1,3,1,3,4,2,3,1,3,1,1,1,4,5,2,4,1,3,3,4,5,5,3,5,5,4,4,1,3,4,3,3,4,4,5,1,4,1,3,1,1,1,1,3,1,5,5,5,4,7,4,6,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,28,1,12,4,4,2,1,2,communication,11,18,23,35,27,13,9
2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,5,5,4,3,3,3,4,2,4,4,5,4,4,2,2,4,4,5,5,5,1,3,1,2,1,3,1,1,1,2,7,5,5,6,5,4,7,3,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,26,1,7,1,4,1,2,2,communication,9,10,27,29,29,12,9
2,1,1,1,1,1,1,1,2,3,4,1,1,3,1,1,2,3,3,5,4,5,4,4,3,5,4,3,5,4,4,3,2,4,2,3,2,3,2,1,1,1,1,1,1,1,1,1,5,2,4,7,6,5,7,5,5,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,21,1,7,1,4,2,1,2,communication,9,16,30,31,19,8,35
1,1,1,1,1,1,1,1,4,1,1,1,5,5,2,1,3,4,4,5,5,5,5,4,3,4,1,5,1,1,2,1,1,2,1,5,1,1,1,1,1,1,1,4,1,1,1,1,7,5,7,6,7,5,6,1,5,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,3,2,2,1,31,1,4,1,4,2,1,3,communication,8,20,35,18,13,11,35
3,1,1,1,1,1,1,1,3,4,4,1,4,1,1,1,3,4,4,2,2,3,3,4,5,4,4,4,4,4,4,4,3,4,4,1,4,3,4,3,1,1,1,1,0,3,1,1,7,6,5,5,7,1,7,3,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,42,1,4,1,5,1,1,2,communication,10,19,25,33,26,9,9
1,1,1,1,1,1,1,1,1,3,2,1,1,4,0,2,1,3,3,3,4,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,0,2,4,0,1,1,2,1,1,1,1,1,3,2,5,5,6,5,6,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,20,1,4,1,4,1,1,2,communication,8,14,22,22,14,9,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,1,3,3,2,2,2,4,3,1,1,1,1,4,3,4,1,1,1,1,1,3,3,1,1,1,1,3,3,3,5,6,4,5,3,4,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,20,1,1,1,4,2,1,4,communication,8,8,17,18,16,12,1
2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,5,3,5,5,4,4,5,5,5,3,1,5,5,5,4,3,1,1,4,2,2,4,1,1,1,1,2,1,3,1,1,2,6,4,1,5,7,7,6,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,25,1,12,1,3,2,1,3,communication,10,12,33,33,18,11,35
1,2,1,1,1,3,1,1,4,4,3,4,2,1,1,1,2,4,5,3,3,4,3,4,4,5,4,4,4,3,5,3,2,2,2,2,4,3,3,4,1,2,1,1,2,2,2,1,6,6,5,5,2,2,5,1,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,25,1,5,1,4,1,1,4,communication,11,20,28,32,22,12,9
1,1,1,1,1,2,2,1,2,2,2,1,1,4,1,1,2,3,3,4,5,3,1,3,5,5,4,5,5,4,5,4,1,2,4,3,3,4,3,4,1,1,1,2,1,1,3,1,7,5,3,7,6,1,7,1,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,24,1,4,1,4,1,1,3,communication,10,14,24,37,24,11,9
1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,3,5,1,4,1,1,5,3,3,1,1,1,3,3,2,3,3,3,1,4,1,3,2,1,1,1,1,3,1,1,1,7,5,7,5,6,3,5,1,5,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,2,2,2,47,1,6,0,5,1,2,3,communication,8,13,23,17,20,10,1
