R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,R,I,A,S,E,C,cluster
4,1,1,1,1,2,2,2,4,5,5,5,5,5,4,5,2,3,2,3,4,4,2,3,4,4,3,3,4,1,2,1,1,1,3,1,3,1,2,1,1,3,1,1,2,3,2,2,2,3,7,6,6,5,4,2,5,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,2,1,19,1,1,1,4,2,1,2,political science,14,38,23,22,13,15,83
1,2,1,1,1,1,1,1,1,4,5,1,3,4,2,3,3,1,2,3,5,4,1,1,2,5,3,2,4,4,5,3,1,1,1,1,2,1,1,1,3,4,1,4,4,3,3,3,1,5,6,7,6,5,2,2,1,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,2,1,20,1,1,4,4,1,1,2,political science,9,23,20,28,9,25,83
2,2,1,3,2,2,1,1,4,4,4,4,4,4,3,3,4,3,3,4,4,5,4,2,4,4,4,5,4,4,3,2,1,2,2,1,3,2,2,1,1,3,3,3,5,2,3,3,6,5,7,3,7,5,7,1,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,1,22,1,4,1,4,1,1,0,political science,14,30,29,30,14,23,75
3,1,1,1,1,1,2,1,5,1,4,3,5,5,5,4,2,1,4,1,3,4,4,3,4,4,5,4,5,4,5,4,2,1,4,2,3,2,2,2,3,1,2,3,2,2,4,2,5,5,2,6,5,5,6,5,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,19,2,1,2,1,2,1,1,political science,11,32,22,35,18,19,75
1,1,1,1,1,1,1,1,1,3,4,3,3,5,3,3,1,3,4,1,5,1,4,2,1,4,4,3,2,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,5,6,6,3,5,1,4,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,4,3,2,2,35,1,1,1,4,1,2,2,political science,8,25,21,21,10,8,83
1,2,1,1,1,4,1,1,5,5,4,3,2,5,1,5,2,1,4,4,5,4,1,4,4,2,3,5,2,4,5,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,7,5,7,5,7,5,5,1,4,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,1,29,1,1,1,4,1,2,2,political science,12,30,25,26,12,10,83
5,1,1,4,1,1,2,1,5,4,2,4,1,2,2,4,5,5,4,2,1,2,2,5,5,5,2,3,2,3,3,4,5,3,5,4,4,3,2,1,3,3,4,4,1,2,5,2,6,3,6,2,7,5,7,1,5,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,31,1,4,1,4,1,1,2,political science,16,24,26,27,27,24,75
1,1,1,5,1,1,1,1,3,5,5,5,5,5,5,5,1,1,5,1,2,3,1,1,5,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,5,3,1,1,7,7,7,7,7,5,5,3,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,1,2,2,36,1,2,1,5,1,2,4,political science,12,38,15,14,12,14,83
3,4,1,2,2,2,2,2,4,5,4,2,4,4,4,4,4,4,4,4,5,4,2,4,4,4,2,4,4,1,5,2,2,2,1,2,2,1,2,2,3,3,3,3,4,3,3,3,3,5,6,5,7,6,7,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,33,1,6,1,4,1,3,2,political science,18,31,31,26,14,25,75
1,1,1,1,1,1,3,1,3,4,3,1,3,3,3,1,3,4,2,3,4,5,2,1,5,1,3,4,4,1,4,1,2,1,1,1,1,1,3,1,1,1,1,1,4,4,1,1,4,2,5,5,7,6,7,6,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,50,1,7,1,4,1,2,3,political science,10,21,24,23,11,14,83
3,3,1,4,2,3,2,2,3,5,5,4,5,4,4,2,3,3,3,3,5,3,4,3,5,2,3,5,4,4,3,3,2,1,4,2,4,4,1,4,2,1,4,2,4,4,3,3,5,5,5,1,5,3,5,4,7,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,24,2,6,1,4,1,1,2,political science,20,32,27,29,22,23,75
4,2,1,2,2,2,1,2,5,5,5,4,3,3,3,3,3,5,2,2,3,5,3,3,4,5,3,4,4,2,3,5,4,1,4,3,4,3,5,2,3,2,2,3,4,2,2,2,3,7,5,6,6,2,7,2,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,23,1,8,2,1,1,1,2,political science,16,31,26,30,26,20,75
1,2,2,1,1,2,1,2,3,4,4,3,4,4,3,3,4,4,5,2,4,3,3,4,5,4,3,4,4,2,3,3,2,2,3,4,4,4,2,2,4,2,4,3,2,3,2,2,7,2,6,3,6,1,7,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,26,1,6,1,4,1,2,3,political science,12,28,29,28,23,22,75
3,2,1,2,2,2,2,2,3,3,4,2,4,3,3,3,1,1,5,3,4,2,3,5,4,2,4,2,4,4,4,4,1,2,3,2,2,2,3,3,3,1,2,2,5,2,3,2,6,4,7,7,5,2,7,1,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,38,1,6,1,4,1,2,3,political science,16,25,24,28,18,20,75
1,3,1,1,3,1,1,3,3,4,5,4,2,1,2,4,1,1,1,1,3,1,1,4,3,2,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,4,1,2,2,3,1,1,1,5,7,6,4,6,4,1,4,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,64,1,1,1,4,1,2,4,political science,14,25,13,11,17,15,83
2,1,1,2,1,1,1,1,4,3,3,4,4,3,3,3,1,3,4,1,3,1,2,3,4,4,4,1,4,2,3,2,2,4,3,2,5,4,3,3,3,2,3,3,2,3,3,3,4,3,5,1,6,3,3,6,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,47,1,4,1,4,1,2,1,political science,10,27,18,24,26,22,75
1,1,0,1,1,1,1,1,4,4,2,3,3,2,2,1,2,1,1,1,1,1,1,1,5,3,2,2,4,2,3,3,1,1,4,2,4,1,1,1,2,2,2,2,4,2,2,1,5,6,6,1,7,5,5,1,7,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,2,1,30,2,10,1,4,2,2,2,political science,7,21,9,24,15,17,83
1,2,1,1,1,2,1,1,4,4,4,3,4,3,3,4,1,2,3,3,4,5,1,2,2,2,4,3,2,2,1,2,1,3,1,2,1,1,2,1,3,1,1,1,2,2,1,1,3,2,6,7,6,5,5,3,2,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,54,1,1,1,4,2,3,2,political science,10,29,21,18,12,12,83
1,1,1,3,1,4,1,3,5,5,5,3,1,5,3,1,1,1,5,1,4,2,1,5,5,5,3,1,5,1,3,4,1,3,4,5,4,1,3,5,3,1,4,1,3,3,3,3,1,7,7,5,7,5,7,1,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,28,1,1,1,5,1,1,2,political science,15,28,20,27,26,21,75
1,3,1,1,1,1,1,2,4,2,3,3,4,4,3,3,2,1,1,1,1,1,1,1,4,4,2,4,3,3,4,3,1,3,2,1,1,2,2,1,1,1,1,1,1,3,1,1,6,2,7,1,7,5,5,1,1,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,4,2,2,1,42,2,4,1,4,0,1,3,political science,11,26,9,27,13,10,83
1,3,3,1,3,2,2,2,5,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,3,3,4,5,5,1,1,3,1,1,4,5,5,3,2,1,5,1,3,5,2,4,3,2,6,3,6,7,7,3,3,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,24,1,12,2,0,2,1,1,political science,17,35,38,25,22,25,75
3,1,1,1,1,2,1,1,4,4,5,2,4,4,4,4,1,2,1,3,5,3,1,2,4,5,2,1,1,4,4,3,1,3,1,1,1,1,1,3,1,3,2,1,2,4,3,1,1,3,5,4,6,6,7,5,6,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,2,1,1,23,1,2,2,4,1,1,3,political science,11,31,18,24,12,17,83
2,2,1,3,1,2,1,1,3,3,3,5,4,3,3,2,2,4,4,3,5,4,2,5,5,3,1,3,5,2,5,1,1,1,4,4,3,1,3,3,3,1,3,4,3,2,3,4,3,1,7,6,4,6,7,1,3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,18,1,0,0,0,1,0,0,political science,13,26,29,25,20,23,75
1,4,1,1,1,1,1,2,1,5,5,5,2,4,2,5,1,3,2,3,3,1,1,5,3,3,2,2,2,1,2,1,1,2,2,1,3,1,2,4,3,2,1,2,1,1,2,1,1,3,7,5,4,6,4,1,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,64,1,1,1,4,1,2,4,political science,12,29,19,16,16,13,83
4,1,1,4,1,2,3,1,4,2,4,5,4,4,4,4,4,4,4,4,5,4,2,4,4,5,4,4,2,1,1,1,1,2,1,1,5,2,1,1,2,3,4,4,5,5,2,3,5,3,6,5,7,6,6,2,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,26,1,4,1,4,1,1,3,political science,17,31,31,22,14,28,75
1,3,2,1,2,1,1,1,4,5,4,3,2,4,2,3,4,4,2,4,4,4,5,4,5,5,1,4,4,4,4,2,3,4,3,2,2,3,5,3,2,2,1,2,2,2,2,2,5,5,6,6,7,5,6,5,5,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,25,1,1,1,4,1,1,2,psychology,12,27,31,29,25,15,51
2,1,1,1,1,1,2,1,4,4,4,1,4,5,4,4,5,5,5,5,5,5,3,4,4,4,5,3,5,4,4,4,1,2,2,4,3,1,1,2,1,2,2,2,3,2,1,1,7,2,2,6,3,2,7,6,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,35,1,1,2,4,2,3,2,psychology,10,30,37,33,16,14,51
2,1,1,1,1,1,1,1,4,3,2,5,4,3,4,3,4,5,3,5,5,5,5,5,4,5,4,5,5,5,5,5,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,7,4,7,3,5,1,7,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,1,6,1,4,2,1,4,psychology,9,28,37,38,10,9,51
1,1,1,1,1,1,1,1,5,5,4,3,4,5,4,3,3,4,4,4,4,5,3,3,4,3,3,5,4,3,3,3,2,3,3,3,4,4,2,3,2,1,1,3,1,1,1,1,7,2,6,5,6,3,7,2,7,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,26,1,12,1,4,1,2,4,psychology,8,33,30,28,24,11,51
2,2,1,1,1,1,2,1,4,4,4,4,4,2,4,1,4,5,3,2,2,4,2,4,5,5,5,4,5,5,5,5,1,4,2,4,4,4,2,4,1,1,1,2,1,3,1,1,6,5,3,6,3,5,6,5,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,2,2,1,19,1,4,1,4,2,1,3,psychology,11,27,26,39,25,11,51
3,1,1,1,1,2,1,2,4,5,5,4,4,5,4,3,5,5,4,5,5,5,5,5,5,4,4,5,4,4,5,2,2,2,4,2,3,4,4,2,1,1,1,1,1,1,3,1,1,3,7,7,6,7,7,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,1,1,1,22,1,1,3,4,2,1,3,psychology,12,34,39,33,23,10,51
1,1,1,1,1,1,1,1,5,3,3,4,4,2,4,3,4,4,4,4,5,4,1,4,5,4,5,4,5,4,4,3,1,1,2,3,2,3,2,3,1,1,1,2,1,2,1,1,6,5,7,6,7,4,6,4,4,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,41,1,1,1,4,1,2,4,psychology,8,28,30,34,17,10,51
1,1,1,1,1,1,1,1,5,5,5,5,1,5,1,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,1,3,1,1,1,3,1,1,3,1,3,1,1,1,1,1,7,6,7,5,6,4,6,1,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,18,2,7,3,4,2,1,4,psychology,8,30,40,37,12,12,51
3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,0,5,5,5,1,5,5,1,4,5,5,5,1,5,1,4,2,1,1,1,1,1,1,1,1,6,7,1,6,7,2,1,2,4,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,3,2,1,32,1,12,2,4,2,3,3,psychology,10,40,28,31,28,8,51
1,1,3,3,1,3,1,1,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,1,3,1,5,3,1,1,3,1,1,1,1,1,1,5,2,5,4,7,4,7,1,6,2,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,2,3,2,2,17,1,7,1,4,2,1,4,psychology,14,38,39,38,16,10,51
1,3,1,2,1,2,1,2,5,5,4,5,5,4,5,4,3,3,4,5,4,5,4,4,4,4,4,4,4,5,5,4,2,3,2,5,3,2,3,3,2,2,2,2,2,2,2,1,5,2,5,2,6,1,6,1,5,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,3,3,2,1,22,1,7,2,3,2,1,4,psychology,13,37,32,34,23,15,51
2,1,1,2,1,2,1,2,3,4,4,3,3,3,3,3,4,4,3,5,5,5,3,4,4,3,3,3,5,4,4,3,3,3,3,3,4,3,2,3,2,2,2,3,3,2,3,2,6,5,6,5,5,2,6,5,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,19,1,5,1,4,1,1,5,psychology,12,26,33,29,24,19,51
1,2,2,3,2,3,2,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,2,3,3,3,3,3,2,4,2,2,2,2,2,2,1,1,6,4,5,3,6,4,6,5,5,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,7,1,5,2,1,2,psychology,16,31,32,38,23,14,51
1,1,3,1,1,2,1,1,3,4,4,4,4,5,4,3,3,3,4,4,5,5,5,4,3,4,1,5,5,4,5,5,1,3,1,5,2,4,1,3,1,2,1,1,1,3,1,2,4,3,6,5,6,7,7,2,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,21,1,6,1,4,2,1,3,psychology,11,31,33,32,20,12,51
3,4,1,1,1,1,1,1,5,3,4,5,5,1,5,1,4,4,5,4,4,5,1,4,5,5,5,2,5,5,1,5,2,2,5,5,2,4,1,1,2,2,1,2,5,2,1,1,5,6,7,7,6,4,7,5,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,19,1,7,2,5,2,1,3,psychology,13,29,31,33,22,16,51
1,1,1,2,1,1,1,1,4,5,5,2,3,5,1,4,4,5,4,5,4,5,4,3,3,5,5,5,5,4,4,3,4,3,2,1,2,3,2,2,2,2,2,1,4,1,1,1,7,1,6,1,6,3,7,5,6,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,23,1,2,1,4,1,1,2,psychology,9,29,34,34,19,14,51
1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,1,3,5,2,5,4,5,1,3,5,4,4,3,5,2,4,4,1,3,3,2,4,2,2,1,1,1,1,2,1,3,1,1,7,5,5,4,6,3,7,5,5,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,2,2,1,19,1,7,2,5,2,1,3,psychology,8,31,28,31,18,11,51
1,3,1,1,1,2,1,3,5,4,4,4,4,5,3,3,5,5,5,5,5,5,5,5,3,4,5,5,5,5,4,5,1,2,4,4,3,4,4,3,1,1,1,2,3,1,1,2,5,1,6,6,7,5,6,5,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,23,1,7,1,4,2,1,3,psychology,13,32,40,36,25,12,51
1,1,3,1,1,1,1,1,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,3,5,5,5,3,5,1,4,4,3,1,5,3,5,1,3,1,1,2,1,1,3,2,1,1,5,6,7,6,3,5,4,1,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,21,1,4,1,4,1,1,4,psychology,10,37,37,32,22,12,51
1,2,2,1,1,1,1,1,3,4,4,3,3,4,2,4,3,4,5,5,4,5,2,4,3,5,5,5,5,5,5,4,2,3,2,4,3,5,3,3,1,3,1,1,1,3,1,1,6,1,7,6,5,5,7,1,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,21,1,7,1,4,2,1,3,psychology,10,27,32,37,25,12,51
2,2,2,3,2,2,2,1,3,5,4,4,3,3,3,2,4,3,2,5,3,5,4,3,5,4,5,4,5,5,5,4,3,1,3,2,4,2,2,2,2,2,1,2,2,2,1,2,5,5,3,5,6,5,6,5,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,20,1,2,1,4,1,1,1,psychology,16,27,29,37,19,14,51
1,1,1,1,1,1,1,1,4,4,5,2,3,5,1,5,4,4,3,3,4,5,5,1,5,5,5,5,5,1,1,3,3,3,1,3,4,3,1,1,1,4,2,3,1,3,1,1,7,1,6,2,7,1,7,5,6,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,23,1,4,1,4,2,1,3,psychology,8,29,29,30,19,16,51
1,1,1,2,1,1,1,2,5,4,5,5,5,4,4,3,5,4,4,5,5,5,3,3,5,3,5,5,4,3,5,4,1,1,1,2,3,2,3,2,2,1,2,2,4,2,2,1,3,5,7,6,5,4,5,3,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,28,1,4,1,4,1,1,2,psychology,10,35,34,34,15,16,51
1,1,3,1,2,1,1,1,5,4,4,4,5,5,4,4,5,3,5,5,5,5,5,5,5,4,5,5,5,3,3,1,1,1,1,2,2,1,5,4,2,1,2,1,3,1,1,1,6,3,3,1,6,1,5,5,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,24,1,2,1,4,1,1,1,psychology,11,35,38,31,17,12,51
3,1,1,3,1,1,1,1,5,5,5,4,5,1,5,1,5,3,1,5,4,5,5,4,5,5,5,5,5,5,5,5,2,4,2,1,4,1,1,4,1,1,1,3,4,3,1,1,6,5,7,2,5,3,6,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,21,1,2,1,4,2,1,3,psychology,12,31,32,40,19,15,51
3,1,1,1,1,1,1,1,4,5,5,2,5,5,4,5,4,3,4,5,4,4,2,4,4,5,4,2,4,4,4,3,3,4,3,3,3,4,3,3,2,1,1,2,1,1,3,2,5,2,7,6,5,6,7,4,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,20,1,6,1,4,2,1,5,psychology,10,35,30,30,26,13,51
3,1,1,1,1,2,1,1,4,5,5,4,4,5,4,4,4,2,4,4,5,5,1,3,3,4,5,4,5,5,5,4,1,2,1,3,3,3,1,2,1,1,1,1,1,1,1,1,5,6,7,6,7,5,6,5,6,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,21,1,4,1,5,2,1,2,psychology,11,35,28,35,16,8,51
1,1,1,1,1,2,2,1,4,5,2,5,2,4,2,2,4,4,4,5,3,4,4,3,4,5,4,4,3,4,4,2,2,4,1,4,4,4,2,2,1,2,1,2,2,3,1,1,5,3,7,2,6,5,5,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,21,1,12,1,1,2,1,1,psychology,10,26,31,30,23,13,51
1,1,1,2,1,1,1,1,5,4,3,2,4,4,4,3,4,5,5,4,4,5,3,4,3,4,5,3,4,4,5,5,3,3,3,3,4,4,3,3,1,3,2,2,1,3,2,1,5,5,7,5,6,5,6,4,3,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,19,1,4,1,4,1,1,3,psychology,9,29,34,33,26,15,51
1,1,1,1,1,4,1,1,5,5,4,4,5,2,5,4,2,4,3,4,5,2,5,4,4,4,4,4,4,5,4,4,1,2,4,2,3,1,2,5,2,3,1,1,1,4,1,1,5,7,6,2,7,3,2,6,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,19,1,1,1,1,1,1,4,psychology,11,34,29,33,20,14,51
2,1,1,1,1,1,1,1,2,5,5,5,4,5,5,3,3,4,4,5,5,4,3,4,4,3,5,3,4,5,4,4,2,1,3,4,4,3,1,3,3,1,3,2,2,2,2,1,6,7,6,6,6,1,6,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,42,1,4,1,4,2,1,2,psychology,9,34,32,32,21,16,51
1,1,1,4,1,1,1,1,5,3,4,5,5,1,5,1,3,5,4,5,5,5,1,4,5,5,4,3,2,4,4,2,3,3,4,1,5,4,1,4,1,1,1,1,4,1,1,1,5,1,7,6,6,5,7,1,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,22,1,12,1,4,2,1,2,psychology,11,29,32,29,25,11,51
4,2,2,1,1,2,2,2,3,3,3,4,4,2,3,4,5,3,5,5,5,5,3,5,4,5,5,3,5,5,5,5,1,1,3,2,2,3,2,4,1,2,1,1,3,2,1,2,5,6,6,5,6,7,5,4,5,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,2,24,1,4,1,5,2,1,4,psychology,16,26,36,37,18,13,51
4,1,1,4,2,1,1,1,3,4,4,4,4,5,4,5,2,4,3,5,4,5,5,4,3,5,5,3,5,5,4,3,3,2,4,2,4,3,2,5,2,4,1,1,3,2,1,3,5,2,5,4,7,4,6,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,7,3,4,2,1,3,psychology,15,33,32,33,25,17,51
2,1,1,1,1,1,1,1,3,4,4,4,4,4,3,4,5,3,2,5,5,5,2,3,5,5,5,4,5,5,4,5,2,3,2,2,2,3,3,3,2,1,1,2,2,2,2,2,3,2,5,6,7,6,7,5,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,1,18,1,6,1,4,1,1,5,psychology,9,30,30,38,20,14,51
2,1,1,2,1,1,1,1,5,4,3,5,5,4,5,4,4,4,5,5,5,5,1,4,2,5,4,3,3,3,4,3,3,4,3,3,3,3,3,4,3,2,2,2,2,2,3,1,5,5,6,1,5,7,6,2,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,21,1,12,2,5,2,1,4,psychology,10,35,33,27,26,17,51
1,1,1,1,1,1,1,1,5,3,3,4,4,4,3,1,4,4,3,4,4,5,1,5,5,5,5,4,5,5,5,5,1,4,3,1,3,4,1,5,1,1,1,1,1,2,1,1,5,2,4,6,6,5,7,1,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,19,1,2,1,4,2,1,3,psychology,8,27,30,39,22,9,51
2,1,1,1,1,1,1,1,5,5,4,5,4,5,4,4,5,5,4,5,5,5,3,5,5,5,5,3,5,4,5,5,3,3,4,3,4,3,3,4,2,2,2,2,2,1,1,2,6,1,6,1,7,2,7,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,24,1,1,1,5,2,1,2,psychology,9,36,37,37,27,14,51
1,1,1,1,1,1,1,1,5,5,5,5,4,4,5,1,4,4,5,5,4,4,5,4,5,4,5,5,5,3,4,2,3,0,3,5,3,2,1,1,3,1,2,1,4,1,1,1,7,5,6,7,5,5,7,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,20,1,12,1,5,2,1,3,psychology,8,34,35,33,18,14,51
1,2,1,4,2,4,3,1,5,5,1,5,4,3,4,1,3,5,3,3,2,5,5,3,4,4,5,4,5,5,4,4,3,4,4,2,3,2,4,2,1,2,1,1,1,1,2,2,7,6,5,1,7,2,7,4,7,5,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,3,3,2,2,22,1,2,2,4,2,1,2,psychology,18,28,29,35,24,11,51
1,1,1,1,1,1,1,1,5,4,4,5,4,4,4,1,3,4,5,5,5,4,4,5,4,3,5,5,5,4,5,3,2,2,3,5,3,4,2,3,3,3,2,2,1,3,1,1,3,3,4,5,3,4,5,1,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,19,1,8,2,5,2,1,2,psychology,8,31,35,34,24,16,51
3,1,1,1,1,1,1,1,4,5,5,4,3,5,4,2,4,5,5,4,4,4,3,4,5,4,5,5,5,4,5,4,2,3,4,5,1,3,1,3,1,2,2,1,1,1,2,2,5,4,7,5,6,6,7,2,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,20,1,12,1,4,2,1,4,psychology,10,32,33,37,22,12,51
1,2,2,2,2,1,1,1,5,3,4,5,4,4,4,1,2,4,4,3,4,3,5,4,4,3,5,3,5,4,4,4,3,2,4,4,3,3,3,4,2,2,2,2,1,2,1,1,6,4,6,5,5,3,6,4,4,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,21,1,2,1,4,1,1,2,psychology,12,30,29,32,26,13,51
3,1,1,1,1,1,1,1,4,4,4,4,4,2,3,1,5,5,5,4,5,5,3,4,5,5,5,4,5,5,3,4,1,1,4,1,5,1,3,1,1,1,1,3,2,1,1,1,6,5,5,5,7,5,6,1,6,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,2,3,2,2,21,1,2,1,4,1,1,2,psychology,10,26,36,36,17,11,51
1,4,1,1,1,3,1,2,3,5,4,4,4,3,4,1,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,2,3,2,4,1,5,1,1,4,3,1,2,2,4,3,3,1,6,5,5,6,7,5,6,7,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,21,1,1,1,4,1,1,2,psychology,14,28,40,33,21,19,51
2,1,1,1,1,3,1,1,4,4,4,4,4,4,4,5,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,2,4,1,3,2,2,1,2,1,2,1,2,1,1,6,6,7,5,5,4,7,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,1,20,1,6,1,4,2,1,3,psychology,11,33,27,31,20,11,51
1,1,1,4,1,1,1,1,5,5,4,4,5,5,4,4,4,5,4,4,4,4,5,4,5,3,4,4,4,4,4,2,4,1,1,3,1,2,3,4,1,1,1,1,1,2,1,1,6,7,7,6,6,3,6,1,3,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,1,21,1,2,1,4,2,1,2,psychology,11,36,34,30,19,9,51
